distance_fraction,prominence,seed,detected,truth,matched,precision,recall,f1,interval_iou_mean,start_index_mae,peak_index_mae,end_index_mae,duration_mae,amplitude_mae,temporal_symmetry_mae
0.6,0.1,1732,12,12,12,1.0,1.0,1.0,0.9305411779858074,3.0,3.1666666666666665,2.8333333333333335,5.166666666666667,0.32364035500411664,0.08781218487423709
0.6,0.1,1733,12,12,12,1.0,1.0,1.0,0.9323482255640722,2.8333333333333335,3.6666666666666665,2.8333333333333335,3.6666666666666665,0.30150449946390695,0.12046583564692569
0.6,0.1,1734,12,12,12,1.0,1.0,1.0,0.9214493366098954,3.1666666666666665,3.5,3.4166666666666665,5.083333333333333,0.2905993461855555,0.11961565047802113
0.6,0.1,1735,12,12,12,1.0,1.0,1.0,0.9228025282953546,3.3333333333333335,3.8333333333333335,3.1666666666666665,4.666666666666667,0.2998317308311918,0.10292849671901683
0.6,0.1,1736,12,12,12,1.0,1.0,1.0,0.9464771694280367,2.25,4.25,2.1666666666666665,2.9166666666666665,0.2982512215737326,0.1247596533577658
0.6,0.1,1737,12,12,12,1.0,1.0,1.0,0.9261032290996285,3.0,2.6666666666666665,3.1666666666666665,3.3333333333333335,0.28138315545947706,0.08765525251996853
0.6,0.1,1738,12,12,12,1.0,1.0,1.0,0.9454167940045273,2.3333333333333335,4.0,2.1666666666666665,2.8333333333333335,0.31645750853654037,0.10649482293204164
0.6,0.1,1739,12,12,12,1.0,1.0,1.0,0.9305330736273919,2.9166666666666665,4.083333333333333,2.9166666666666665,4.5,0.29554876851383205,0.12325324277607093
0.6,0.1,1740,12,12,12,1.0,1.0,1.0,0.8988220158286202,4.416666666666667,2.75,4.166666666666667,5.083333333333333,0.2843367837562195,0.16126748577573297
0.6,0.1,1741,12,12,12,1.0,1.0,1.0,0.9487119465814241,2.1666666666666665,2.75,2.0833333333333335,2.25,0.2819270985569719,0.08735729954487109
0.6,0.1,1742,12,12,12,1.0,1.0,1.0,0.9328241232276916,2.75,3.5833333333333335,2.8333333333333335,4.25,0.31380723048997067,0.08526688676344385
0.6,0.1,1743,12,12,12,1.0,1.0,1.0,0.9153460708008438,3.5,2.9166666666666665,3.5833333333333335,4.25,0.33789096985025485,0.09100739732582412
0.6,0.1,1744,12,12,12,1.0,1.0,1.0,0.9459613648471915,2.3333333333333335,1.75,2.1666666666666665,2.3333333333333335,0.34703074003294526,0.05416549927980958
0.6,0.1,1745,12,12,12,1.0,1.0,1.0,0.9233512454651686,3.3333333333333335,2.4166666666666665,3.0833333333333335,5.083333333333333,0.2868570977443288,0.08879550754852931
0.6,0.1,1746,12,12,12,1.0,1.0,1.0,0.9285387974956945,2.9166666666666665,3.5833333333333335,3.0833333333333335,4.166666666666667,0.28528266408873804,0.08265880415051233
0.6,0.1,1747,12,12,12,1.0,1.0,1.0,0.9275089159438132,2.9166666666666665,2.5,3.0833333333333335,3.6666666666666665,0.3252834665327958,0.05916690400721227
0.6,0.1,1748,12,12,12,1.0,1.0,1.0,0.9005462584400791,4.166666666666667,3.1666666666666665,4.25,7.083333333333333,0.30539988046543526,0.1148627023241341
0.6,0.25,1729,12,12,12,1.0,1.0,1.0,0.890765575930944,4.666666666666667,1.8333333333333333,4.666666666666667,7.0,0.27581831941153584,0.10807991516225353
