noise_std,seed,method,detected,truth,matched,precision,recall,f1,interval_iou_mean,start_index_mae,peak_index_mae,end_index_mae,duration_mae,amplitude_mae,temporal_symmetry_mae
0.05,11740,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9586278559673999,1.5,2.75,1.9166666666666667,2.5833333333333335,0.05830489695188475,0.06329062847078569
0.05,11741,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7862567623803578,9.833333333333334,8.166666666666666,9.25,0.9166666666666666,0.019400746232359795,0.035475697722460904
0.05,11741,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9602782033240481,1.5,1.5,1.75,3.0833333333333335,0.046963389845684024,0.025595109276906836
0.05,11742,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7845193508114857,9.916666666666666,8.0,9.333333333333334,0.9166666666666666,0.01255559391691415,0.041770524040214634
0.05,11742,SciPy baseline,11,12,11,1.0,0.9166666666666666,0.9565217391304348,0.968716870555934,1.2727272727272727,1.0909090909090908,1.2727272727272727,1.8181818181818181,0.06985398862111643,0.0431629268751241
0.05,11743,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7885871826883063,9.75,8.0,9.083333333333334,0.8333333333333334,0.022862107003506476,0.03657505078918582
0.05,11743,SciPy baseline,11,12,11,1.0,0.9166666666666666,0.9565217391304348,0.947339291143313,2.1818181818181817,1.1818181818181819,2.1818181818181817,2.5454545454545454,0.05639989918718789,0.029669490786952194
0.05,11744,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7869121930919682,9.833333333333334,8.083333333333334,9.166666666666666,1.0,0.018229801209371305,0.03657537636088973
0.05,11744,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9592628472405901,1.75,1.25,1.5833333333333333,2.6666666666666665,0.05884347309915792,0.031054767458126225
0.05,11745,FeatureGraph,12,12,12,1.0,1.0,1.0,0.788603970415768,9.75,8.083333333333334,9.083333333333334,1.1666666666666667,0.014760008187445614,0.03660272438401833
0.05,11745,SciPy baseline,11,12,11,1.0,0.9166666666666666,0.9565217391304348,0.9481707402165095,2.272727272727273,1.5454545454545454,2.0,3.0,0.05716546026454978,0.05143454187445688
0.05,11746,FeatureGraph,12,12,12,1.0,1.0,1.0,0.785330836454432,9.916666666666666,7.666666666666667,9.25,0.8333333333333334,0.018805934421460408,0.04928208763355577
0.05,11746,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9596181514575634,1.6666666666666667,2.0,1.6666666666666667,3.3333333333333335,0.06272861836627731,0.052572149461352496
0.05,11747,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7885188495441304,9.75,8.166666666666666,9.083333333333334,1.1666666666666667,0.017223300365115306,0.032453193794218155
0.05,11747,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9401961798914628,2.3333333333333335,1.5,2.6666666666666665,3.3333333333333335,0.060808888232442425,0.04994485744175492
0.05,11748,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7960929519918286,9.416666666666666,8.25,8.666666666666666,1.25,0.018993765299341436,0.025129903109860918
0.05,11748,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9642550571219705,1.5833333333333333,2.25,1.3333333333333333,2.9166666666666665,0.06980855350530485,0.05699180887940822
0.05,11749,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7894258597208035,9.75,8.166666666666666,9.0,0.75,0.021347718992806047,0.03135982024160453
0.05,11749,SciPy baseline,11,12,11,1.0,0.9166666666666666,0.9565217391304348,0.9633304651248017,1.4545454545454546,1.1818181818181819,1.5454545454545454,2.272727272727273,0.05554739562141229,0.025902471940690487
0.05,11750,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7919539496084441,9.583333333333334,8.083333333333334,8.916666666666666,0.8333333333333334,0.018869390035721894,0.030324399645778
0.05,11750,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9655977250794717,1.3333333333333333,1.5,1.5,2.0,0.06185156644599928,0.04548782877166122
0.05,11751,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7903621893088184,9.666666666666666,8.083333333333334,9.0,0.8333333333333334,0.017870115141708,0.03221522644448585
0.05,11751,SciPy baseline,11,12,11,1.0,0.9166666666666666,0.9565217391304348,0.9469736136947774,2.1818181818181817,1.2727272727272727,2.1818181818181817,3.6363636363636362,0.05766407012234847,0.05025090288023551
0.05,11752,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7919539496084439,9.583333333333334,8.0,8.916666666666666,0.8333333333333334,0.0188750523912997,0.032407732979111335
0.05,11752,SciPy baseline,11,12,11,1.0,0.9166666666666666,0.9565217391304348,0.9525234152550918,2.0,1.7272727272727273,1.9090909090909092,3.1818181818181817,0.06052118826448449,0.057985688283311895
0.05,11753,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7919707373359058,9.583333333333334,7.916666666666667,8.916666666666666,1.1666666666666667,0.020305620174425925,0.036549981767984574
0.05,11753,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9500358620298585,1.9166666666666667,1.5833333333333333,2.25,3.5,0.04555116103493582,0.05501327931749062
0.05,11754,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7919603336738169,9.583333333333334,8.0,8.916666666666666,1.1666666666666667,0.015792168721407273,0.032409662587015
0.05,11754,SciPy baseline,11,12,11,1.0,0.9166666666666666,0.9565217391304348,0.9754598028749154,1.0,2.3636363636363638,1.0,1.8181818181818181,0.062209080551366286,0.06317772586201474
0.05,11755,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7886143740778572,9.75,7.833333333333333,9.083333333333334,1.0,0.016455819741360306,0.0407420430275564
0.05,11755,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9715332115013156,1.0833333333333333,1.9166666666666667,1.25,1.6666666666666667,0.0599312837528414,0.05213621255287923
0.05,11756,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7902789600121061,9.666666666666666,7.916666666666667,9.0,1.0,0.014702456495504113,0.03657537636088973
0.05,11756,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9664673446162567,1.3333333333333333,2.0,1.4166666666666667,2.0833333333333335,0.05737165801614245,0.044687909806919945
0.05,11757,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7953375042560435,9.416666666666666,7.916666666666667,8.75,1.1666666666666667,0.02056996658598063,0.03032505078918582
0.05,11757,SciPy baseline,11,12,11,1.0,0.9166666666666666,0.9565217391304348,0.9581289296496038,1.7272727272727273,1.8181818181818181,1.7272727272727273,3.272727272727273,0.05290273742647504,0.04543369772067289
0.05,11758,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7936625146597057,9.5,7.833333333333333,8.833333333333334,1.3333333333333333,0.015245417683665432,0.0345197166223889
0.05,11758,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9453883929172293,2.1666666666666665,1.5833333333333333,2.3333333333333335,3.6666666666666665,0.060460781523800154,0.055076904320522396
0.1,11729,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7931763617156875,9.5,7.416666666666667,8.916666666666666,1.25,0.012188426216555878,0.04596322719521753
0.1,11729,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9376508915287008,3.0,2.3333333333333335,2.1666666666666665,3.8333333333333335,0.1464092776963696,0.06984615632331176
